CV error (K=1): 0.68958
CV error (K=2): 0.43310
CV error (K=3): 0.39143
CV error (K=4): 0.38146
CV error (K=5): 0.37891
CV error (K=6): 0.37128
CV error (K=7): 0.40846
CV error (K=8): 0.41129
CV error (K=9): 0.42574
CV error (K=10): 0.43897
CV error (K=11): 0.49079
CV error (K=12): 0.52024
